id,title,uri,Grading,Internal Comment, Number,Address,City,Postcode, Country,Email Address,About,Display Centre, Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer,Website
846,Damian Sikorski,/location/damian-sikorski,,,14,Queen Mary Crescent,Clydebank,G81 2AB,United Kingdom,Dsikorski1507@gmail.com,,Off,United Kingdom,,Off,Off,55.90756867,-4.392734505,7712596387,,,,1,Approved Installer,
851,Oilcanfinish Outdoor Living,/location/oilcanfinish-landscaping,,,60 High Street,Wimbledon Village,,SW19 5EE,United Kingdom,enquiry@oilcanfinish.com,,Off,United Kingdom,,Off,Off,51.4255547,-0.218710374,7919344450,,,,1,Approved Installer,
856,J Plant Landscape Ltd,/location/j-plant-engineering,,,3,Mill Road,St Neots,PE19 5SS,United Kingdom,jplantengineering@outlook.com,,Off,United Kingdom,,Off,Off,52.29358555,-0.245394748,7535976966,,,,1,Approved Installer,
866,We Got The Moves,/location/we-got-the-moves,,,19,Sterlings Way,Okehampton,EX20 1FP,United Kingdom,theteam@wegotthemoves.co.uk,,Off,United Kingdom,,Off,Off,50.74471089,-3.98737198,0770 222 5013,,,,1,Approved Installer,
876,Dean Price Horticulture,/location/dean-price-horticulture,,,,King John Bank,Walpole St Andrew,PE14 7JT,United Kingdom,Jodie@deanpricehorticulture.co.uk,,Off,United Kingdom,,Off,Off,52.7521057,-0.212114451,07758 915332,,,,1,Approved Installer,
881,Gibson Paving (Installer),/location/gibson-paving-2,,,61,Townhill Road,Portglenone,BT44 8AG,United Kingdom,sharon@gibsonpaving.co.uk,"Gibson Paving are a family run business, established in 1985, with a wealth of experience in helping customers visions come to life. We pride ourselves in being the complete one stop shop to your outdoor living space. From complete outdoor home revamps, to simple doorsteps, we will have the soluDon for your space. Gibson Paving have a large paving centre in Portglenone, with so much to choose from! We’d love to welcome you soon.",Off,United Kingdom,,Off,Off,54.884067,-6.4740571,02825 821976,,,,1,Approved Installer,https://www.gibsonpaving.co.uk/
886,My Garden UK,/location/my-garden-uk,,,9,Reform Street,Fife,DD6 9HX,United Kingdom,mailbox@mygarden.uk,,Off,United Kingdom,,Off,Off,56.44761193,-2.883681898,1382552513,,,,1,Approved Installer,https://www.mygarden.uk/
896,Travis Perkins Penryn,/location/travis-perkins-penryn,,,,Church Hill,Penryn,TR10 8AJ,United Kingdom,penryn@travisperkins.co.uk,,Off,United Kingdom,,Off,On,50.17085607,-5.100156378,1326373535,,,1,,Premier Distributor,https://www.travisperkins.co.uk/
901,Hortis Landscapes,/location/hortis-landscapes,,,53,Sherwood Road,Tetbury,GL8 8BU,United Kingdom,info@hortislandscapes.co.uk,,Off,United Kingdom,,Off,Off,51.63817709,-2.166230336,07800 653175,,,,1,Approved Installer,
906,Twynham Garden Projects,/location/twynham-garden-projects,,,"Flat 1,",12 Twynham Road,Bournemouth,BH6 3EZ,United Kingdom,liam@twynhamgardenprojects.co.uk,"We are a Dorset based bespoke garden design and construction company, working across the Bournemouth and Poole area. Our team is led by Liam Curtis, who has over 20 years of experience and a keen eye for detail.
At Twynham Garden Projects, we believe you deserve your dream garden. We are here to help you through each step, from your initial idea and throughout the design and installation process .
We can fulfil creations of all sizes and budgets, from a simple patio or driveway to a full garden design with lighting and planting plans.",Off,United Kingdom,,Off,Off,50.72293766,-1.797327107,07872 142373,,,,1,Approved Installer,
911,Seriously Good Landscapes,/location/seriously-good-landscapes,,,"Beckwood Cottage,",Manaton,Newton Abbot,TQ13 9UG,United Kingdom,seriouslygoodlandscapes@gmail.com,"Sam Bairstow, director of Devon based Seriously Good Landscapes, graduated from Brunel University in 2007 after studying Industrial Design. The nature of the course married design theory & practical skills providing a succinct knowledge of how things work and how they might be improved. We believe being outside is great for everyone & since forming in 2009, our mission is helping people make the most of wasted garden spaces. We most enjoy designing & transforming average gardens into really special spaces that have form & function. We pride ourselves on attention to detail whilst maintaining a friendly & approachable service.",Off,United Kingdom,,Off,Off,50.60742322,-3.753093935,1647221327,,,,1,Approved Installer,
916,Innovision Landscapes Ltd,/location/innovision-landscapes-ltd,,,Unit 1,Ten Acre Farm,Ottershaw,KT16 0AQ,United Kingdom,info@innovisionlandscapes.co.uk,,Off,United Kingdom,,Off,Off,51.37032644,-0.547763801,01932 943043,,,,1,Approved Installer,
921,Excel Plastics,/location/excel-plastics,,,"Unit 2a,",Phoenix Centre,Winsford,CW7 3PZ,United Kingdom,admin@excelplastics.co.uk,"As one of the longest standing decking companies within the industry, our fully trained and experienced staff have extensive knowledge of all of our products and are able to offer the personal touch when designing and installing your outdoor living space. 
We service all of the UK and have over 20 years’ experience. With our teams of skilled installers all across the UK we are able to offer a superb service from design to build. 
Please feel free to come and visit our showroom.",Display Center,United Kingdom,,Off,On,53.19211817,-2.491418123,01260 253 322,,,1,,Premier Distributor,https://www.excelplastics.co.uk/
926,Creative Garden and Driveways,/location/creative-garden-and-driveways,,,,Colwyn Road,"Bramhall, Stockport",SK7 2JQ,United Kingdom,info@creativegardensanddriveways.co.uk,,Off,United Kingdom,,Off,Off,53.36651913,-2.158281444,1614394858,,,,1,Approved Installer,
931,North Hill Garden Design,/location/north-hill-garden-design,,,,Hilington Business Road,Glasgow,G52 4RE,United Kingdom,info@northhillgardens.co.uk,,Off,United Kingdom,,Off,Off,55.85695424,-4.357186386,0141 332 5533,,,,1,Approved Installer,
936,Aye Gardening,/location/aye-gardening,,,,Chart Downs,Dorking,RH5 4DD,United Kingdom,office@ayegardening.co.uk,"Surrey-based landscaping company, Aye gardening is a friendly, professional, and trustworthy family business that specialises in building gardens with high quality materials. Our client-focused approach means that we work together as one team with your inspirations, ideas and objectives at the forefront of our planning process. We love working with our clients to bring their ideas to life, and we are here to make sure that our passion for garden design helps you to do this.",Off,United Kingdom,,Off,Off,51.22011028,-0.318082174,01293 516874,02086 793 000,,,1,Approved Installer,https://www.ayegardening.co.uk/
951,St Johns Garden Centre,/location/st-johns-garden-centre,,,,St John’s Lane,Barnstaple,EX32 9DD,United Kingdom,mark@stjohnsgardencentre.co.uk,"We are a long established family business and carry out a broad range of design and build landscaping activities, commercial and private throughout north Devon, north Cornwall and west Somerset. These include tree and shrub planting, paving, walling, ponds, decking, fencing, turfing, grass seeding, environmental works, hedge-trimming, wildflowers and garden design. We are fully accredited members of BALI (British Association of Landscape Industries) holding various safety accreditation too. Our team are fully trained and achieve very high standards of quality, maintaining our great local reputation.",Off,United Kingdom,,Off,Off,51.07081551,-4.039979181,1271343884,,,,1,Approved Installer,
961,Custom Curve Decking,/location/custom-curve-decking,,,,Alexander Road,Coulsdon,CR5 3JD,United Kingdom,customcurvedecking@gmail.com,"John Michael was the managing director and creator of A Brighter Shade of Green, an innovative garden design company situated on the Sussex, Surrey borders. A Brighter Shade spent over a decade pushing the boundaries of design and landscaping, originally in Australia, but then in London and the South East. John has always been “timber” inclined, working with structures such as cabins, pergolas and of course, decking.",Off,United Kingdom,"Fri, 07/05/2024 - 13:51",Off,Off,51.32028685,-0.155138969,07756 269011,,,,1,Approved Installer,
981,Oakley Landscapes,/location/oakley-landscapes,,,Spittal Fields,,Ringwood,BH24 1QH,United Kingdom,oakleylandscapes@aol.co.uk,,Off,United Kingdom,,Off,Off,50.84806693,-1.774135877,7720929290,,,,1,Approved Installer,
986,Aldridge Landscaping,/location/aldridge-landscaping,,,"The Pothole,",Eastfield Lane,"Goring Heath, Reading",RG8 7ST,United Kingdom,neil@neilaldridge.com,,Off,United Kingdom,,Off,Off,51.52322343,-1.073731475,01491 684212,,,,1,Approved Installer,
991,Ocean Decking,/location/ocean-decking,,,Eldo House,Monkton Road,Prestwick,KA9 2PB,United Kingdom,info@oceandecking.co.uk,,Off,United Kingdom,,Off,Off,55.50879561,-4.603272294,01292 225 672,,,,1,Approved Installer,
996,Ultimate Decking,/location/ultimate-decking,,,Unit 4 Poynton Industrial Estate,Second Avenue,Cheshire,SK12 1ND,United Kingdom,ultimatesystemsjo@gmail.com,,Off,United Kingdom,,Off,Off,53.33707508,-2.493876017,1625820025,,,,1,Approved Installer,
1001,Green Room Landscapes,/location/green-room-landscapes,,,6,Bonneville Close,"Millisons Wood, Meriden",CV5 9QH,United Kingdom,sales@greenroomlandscapes.org.uk,"We are a family run business based in Meriden the traditional centre of England. We specialise in all aspects of landscaping including decking (composite and real wood), natural stone paving, porcelain paving, stonework, water features and garden design. Priding ourselves in our reputation, our friendly and personal approach, will show you how important you and your garden are.",Off,United Kingdom,,Off,Off,52.43255198,-1.610053495,7803282583,1676521535,,,1,Approved Installer,
1006,Oliver James Carpentry,/location/oliver-james-carpentry,,,209,Park View,Crewkerne,TA18 8JH,United Kingdom,enquiries@oliverjamescarpentry.co.uk,,Off,United Kingdom,,Off,Off,50.87819107,-2.789186985,01460 391371,,,,1,Approved Installer,
1011,Simon Parry Landscaping,/location/simon-parry-landscaping,,,53,Lanchester Rd,Birmingham,B38 9AG,United Kingdom,simon@simonparrygardening.com,,Off,United Kingdom,,Off,Off,52.40418976,-1.92701984,0121 246 6943,07970 126832,,,1,Approved Installer,
1016,Elliotts Brothers Lymington,/location/elliotts-brothers-lymington,,,Ricardo Way,Ampress Park,"Lymington,",SO41 8JU,United Kingdom,gary.tippen@elliotts.uk,"Open to the trade and public for all your building materials, Branch Manager Gary and the team are here to help with everything for your building project. Including:
Bricks and blocks
Landscaping supplies
Tools from the biggest brands such as DeWALT, Makita and Paslode
Great stock levels of timber, including carcassing, sheet materials and mouldings
Drylining and insulation
Civils and drainage
Great stocks of roofing materials
Joinery – windows, flooring and doors
Painting and decorating
Everyday DIY essentials",Off,United Kingdom,,On,On,50.7720156,-1.5491712,1590646747,,,1,,Premier Distributor,
1021,Nigel Belcher Stone Paving Ltd,/location/nigel-belcher-turf-and-paving-ltd,,,Rookery Farm,Long Lane,Curridge,RG18 9LY,United Kingdom,info@nigelbelcherstone.co.uk,"Nigel Belcher Turf & Paving Ltd are a one stop shop for your landscaping supplies. For over a decade we have supplied many of the premier landscapers in Berkshire, Oxfordshire, Surrey and Hampshire. 
Our delivery service is frequently praised, due to our flexible delivery options, including both crane and forklift off load vehicles. Though more importantly, our greatly valued, and extremely friendly delivery drivers always go the extra mile.
Situated in Curridge just off junction 13 of the M4, we have a fantastic outdoor display area, which is guaranteed to inspire your next project. For all visitors, there are free samples of our entire product range for you to take away.",Display Center,United Kingdom,,On,On,51.43897,-1.2842,01635 202 700,,"1,",", 1",",","KEY Distributor, Premier Distributor",https://www.nigelbelcherstone.co.uk/shop/decking-cladding/
1026,Howarth Timber & Building Supplies,/location/howarth-timber-building-supplies,,,"Market Street,",Church,Accrington,BB5 0DN,United Kingdom,mingham@howarth-timber.co.uk,"With over 175 years' trading experience, the Howarth Timber Group has grown to provide not only the widest range of products, but expertise, service and knowledge you can rely on. Now the UK's largest privately-owned timber company, our origins can be traced back to 1840 when we commenced trading as Hudson & Co. Over the years the Howarth Timber Group has expanded from a one man company to an employer of more than 1,000 people specialists who know the industry inside out.",Off,United Kingdom,,Off,On,53.750457,-2.390152,01254 380500,,"1,",", 1",",","KEY Distributor, Premier Distributor",https://www.howarth-timber.co.uk/
1031,The Olive Tree Garden Company,/location/the-olive-tree-gardens,,,121,Layston Park,Royston,SG8 9DY,United Kingdom,olivetreegardens@yahoo.co.uk,,Off,United Kingdom,,Off,Off,52.04406068,-0.023379313,7590634423,,,,1,Approved Installer,
1041,Summit Landscapes,/location/summit-landscapes,,,333,Milton Road,Cambridge,CB4 1XL,United Kingdom,enquiries@summitlandscapes.co.uk,,Off,United Kingdom,,Off,Off,52.22682956,0.14398597,01223 929 394,,,,1,Approved Installer,
1046,South Planks,/location/south-planks,,,"South Planks Farm,",Garstang Road,Barton,PR3 5AB,United Kingdom,info@southplanks.co.uk,,Display Center,United Kingdom,,Off,On,53.83975793,-2.740438291,01995 607 272,,,,,,
1051,Selby Landscapes,/location/selby-landscapes,,,"Unit E Heather Farm,",Lansdown Lane,Bath,BA1 4NA,United Kingdom,info@selbylandscapes.com,"Selby Landscapes was founded in 2012 by Sam Selby. From the beginning, our ambition has always been to create beautifully crafted outdoor spaces that give a lifetime of pleasure and enhance quality of life.
Sam has steadily grown the business by offering an efficient service and working to exacting standards.
Today, we are excelling in the landscape design and build industry in our region. Our work can be seen in hundreds of residential and commercial projects throughout Bath and Somerset.",Off,United Kingdom,,Off,Off,51.40702815,-2.396786959,01225 571350,,,,1,Approved Installer,
1056,Instant Scenery,/location/instant-scenery,,,3,Paddock Close,Kempsey,WR5 3WE,United Kingdom,info@instantscenery.co.uk,,Off,United Kingdom,,Off,Off,52.13555464,-2.22000484,01905 347105,,,,1,Approved Installer,
1061,Crymych Building Supplies,/location/crymych-building-supplies,,,Unit 11B,Parc Gwynfryn,Crymych,SA41 3RQ,United Kingdom,gary@crymychbuildingsupplies.co.uk,,Off,United Kingdom,,Off,On,51.98436219,-4.641722089,01239 831444,,,1,,Premier Distributor,
1066,Deluxe Decking & Property,/location/duluxe-decking-property,,,Swan House,Little St. Mary's,Long Melford,CO10 9HY,United Kingdom,deluxedecking@yahoo.com,,Off,United Kingdom,"Thu, 04/18/2024 - 14:44",Off,Off,52.07359242,0.71616225,7803806916,,,,1,Approved Installer,
1071,Tamar Trading Co Ltd,/location/tamar-trading-co-ltd,,,Sawmills Yard,Bodmin Street,Holsworthy,EX22 6BB,United Kingdom,holsworthy@tamartrading.com,,Off,United Kingdom,,Off,On,50.80801575,-4.356239502,01409 253555,,,1,,Premier Distributor,http://tamartrading.com/store-locator/holsworthy/
1076,Walker Landscape & Design,/location/walker-landscape-design,,,"Unit 2,","Deva Forge , Hoole Bank",Chester,CH2 4ES,United Kingdom,info@walkerlandscapeanddesign.com,,Display Center,United Kingdom,,On,On,53.2167784,-2.853213,01244 301922,,",",", 1","1,","Approved Installer, Premier Distributor",https://walkerlandscapeanddesign.com/
1081,White of Witchampton,/location/white-of-witchampton,,,2,Hill Rise,Witchampton,BH21 5BD,United Kingdom,debbie@whiteofwitchampton.co.uk,,Off,United Kingdom,,Off,Off,50.8724989,-2.028128577,01258 840082,,,,1,Approved Installer,http://wowgardens.co.uk/home
1091,Chase Garden Designs,/location/chase-garden-designs,,,,Meadow Way,Heath Hayes,WS12 3YG,United Kingdom,matt_davies@aol.com,,Off,United Kingdom,,Off,Off,52.68851504,-1.995784017,07513 156349,,,,1,Approved Installer,
1096,Habitat Landscapes,/location/habitat-landscapes,,,16,Tanqueray Avenue,Bedford,MK45 4AW,United Kingdom,info@habitatlandscapes.co.uk,"Headed by Craig Nester and Lee Goulding, Habitat landscapes has been founded on a belief that a garden should be an extension of your home and view each space as another room to the property. The main goal is to encourage clients through quality build and design to use their outdoor spaces regularly and enjoy them throughout the varying seasons. We undertake projects across Bedfordshire, Hertfordshire and Northamptonshire including formal, contemporary, nature, small town and large country gardens.",Off,United Kingdom,,Off,Off,52.0292272,-0.423378671,1525860263,,,,1,Approved Installer,
1101,Call For Joinery,/location/coll-for-joinery,,,4,Levern Grove Court,Nitshill,G53 7TE,United Kingdom,collandrew1312@gmail.com,"We are a Glasgow based company that carry out domestic and commercial works to a very high standard. We can also provide design altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. 
We are open to your suggestions and ideas please any queries just ask.",Off,United Kingdom,,Off,Off,55.81779514,-4.364641416,7587078487,,,,1,Approved Installer,
1111,Bristol Garden,/location/bristol-garden,,,14,Lena Street,Easton,BS5 6DD,United Kingdom,adrian@bristolgarden.co.uk,,Off,United Kingdom,,Off,Off,51.46537009,-2.562439852,01179 554125,,,,1,Approved Installer,
1116,Green Room Gardens,/location/green-room-gardens,,,28,Chapel Close,"Needingworth, St Ives",PE27 4SH,United Kingdom,cojo26a@btinternet.com,,Off,United Kingdom,,Off,Off,52.33014563,-0.027800119,07714 204557,,,,1,Approved Installer,
2146,Jewson Exeter,/location/jewson-exeter,,,Kestrel Way,Sowton Industrial Estate,Sowton,EX2 7LA,United Kingdom,branch0688@jewson.co.uk,"Find Jewson Exeter on Kestrel Way for all your building needs. Landscapers can benefit from our wider choice of landscaping supplies, located in a dedicated area with additional product displays",Off,United Kingdom,,Off,On,50.7207851,-3.4673423,01392 252251,,"1,",", 1",",","KEY Distributor, Premier Distributor",https://www.jewson.co.uk/branch-finder/exeter-kestrel-way-branch
4486,G H Brooks Easingwold,/location/g-h-brooks-easingwold,,,GH Brooks Easingwold,"Fox Inn Farm,",Easingwold Road,YO61 1LS,United Kingdom,enquiries@ghbrooks.co.uk,"For over 50 years we have provided our customers with the very best advice, service and price from our flagship depot and display in Yorkshire. We offer a wide range of products available for you on time, every time ' You won't need to go anywhere else, that's a promise.",Display Center,United Kingdom,,Off,On,54.1076889,-1.1397891,01423 503110,,"1,",", 1",",","KEY Distributor, Premier Distributor",http://ghbrooks.co.uk/
1141,Taylor Landscape & Design,/location/taylor-landscape-design,,,,Sherbourne Road,Stratford upon Avon,CV37 9JR,United Kingdom,paul@taylorlandscape.co.uk,,Off,United Kingdom,,Off,Off,52.1974388,-1.738706479,07916 327 736,,,,1,Approved Installer,
1146,NJD Landscape & Construction,/location/njd-landscape-construction,,,66,"St Teilo Street, Pontardulais",Swansea,SA4 8SY,United Kingdom,Nathan92davies@gmail.com,,Off,United Kingdom,,Off,Off,51.71492847,-4.042499182,07527 547370,,,,1,Approved Installer,
1151,MLC Garden Solutions Ltd,/location/mlc-garden-solutions-ltd,,,51,"Lon Hir, Alltwen",Pontardawe,SA8 3DE,United Kingdom,matt@mlcgardensolutions.co.uk,,Off,United Kingdom,,Off,Off,51.72112049,-3.840413373,7832189285,,,,1,Approved Installer,
1156,JP Carpentry,/location/jp-carpentry,,,33 Riversdale Road,"Riversdale Road, West Cross",Swansea,SA3 5PX,United Kingdom,jackpettifer@hotmail.com,,Off,United Kingdom,,Off,Off,51.58244631,-4.008489245,077586 51410,,,,1,Approved Installer,
1161,Law Joinery,/location/law-joinery,,,,,Brighouse,HD6 1EL,United Kingdom,lee@lawjoinery.co.uk,,Off,United Kingdom,,Off,Off,53.6999642,-1.782614613,7971736865,,,,1,Approved Installer,
1166,RW Design and Build,/location/rw-design-and-build,,,27,Westbury Road,Westgate on Sea,CT8 8QX,United Kingdom,royolner@gmail.com,,Off,United Kingdom,,Off,Off,51.38124074,1.33957167,7779668447,,,,1,Approved Installer,
1171,Outsiders Landscaping,/location/outsiders-landscaping,,,Tithe Farm,Barton Road,Congerstone,CV13 6NB,United Kingdom,info@outsiderslandscaping.co.uk,,Off,United Kingdom,,Off,Off,52.64649439,-1.454840775,7912859626,,,,1,Approved Installer,
1176,Bespoke Garden Rooms & Decking - Richmond,/location/bespoke-garden-rooms-decking-3,,,414,Upper Richmond Rd W,London,SW14 7JX,United Kingdom,Info@gardenroomsdecking.co.uk,We carry out domestic and commercial works to a very high standard. We also provide design and 3D visuals service altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. Project of the year award winners proves us to be experts in this field.,Off,United Kingdom,,Off,Off,51.46463103,-0.275920817,020 3811 8445,,,,1,Approved Installer,
1181,Bespoke Garden Rooms & Decking - White Hart Lane,/location/bespoke-garden-rooms-decking-2,,,"6 White Hart Works,",White Hart Lane,London,N17 7RP,United Kingdom,Info@gardenroomsdecking.co.uk,We carry out domestic and commercial works to a very high standard. We also provide design and 3D visuals service altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. Project of the year award winners proves us to be experts in this field.,Off,United Kingdom,,Off,Off,51.60568725,-0.095627194,020 3811 8445,,,,1,Approved Installer,
1186,Bespoke Garden Rooms & Decking - Queen Street,/location/bespoke-garden-rooms-decking-1,,,6,Queen Street,London,EC4N 1SP,United Kingdom,Info@gardenroomsdecking.co.uk,We carry out domestic and commercial works to a very high standard. We also provide design and 3D visuals service altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. Project of the year award winners proves us to be experts in this field.,Off,United Kingdom,,Off,Off,51.51388021,-0.092524212,020 3811 8445,,,,1,Approved Installer,
1196,Emerald Landscapes,/location/emerald-landscapes,,,4,High Street,"Histon, Cambridge",CB24 9JD,United Kingdom,info@landscapingcambridge.co.uk,"We provide a friendly and professional service covering all aspects of landscaping for all Residential and Commercial projects. We have a wealth of experience, knowledge and specialist all working to ensure you receive a high-quality finish to your project.
Emerald Landscapes Team takes great pride in being the best at what they do. Our expert garden designers, engineers, landscape architects, as well as construction experts, are the best in the sector with years of background experience. We are passionate and have a deep sense of enthusiasm to transform your outdoor space into a scenic wonderland that is a visual delight.",Off,United Kingdom,,Off,Off,52.25191433,0.106535536,1223782821,,,,1,Approved Installer,https://landscapingcambridge.co.uk/contact-us/
1201,MKM Dundee,/location/mkm-dundee,,,28,Dunsinane Avenue,Dryburgh,DD2 3QA,United Kingdom,dundee@mkmbs.co.uk,"MKM Dundee is your new, local independent Building and Plumbing Merchant. We aim to be your one stop shop for all your Building, Timber, Plumbing and Heating supplies. At our purpose built site you will also find an inspiring Kitchen and Bathroom Showroom.We have a great team with a load of experience so please pop in to see us and experience our best in class service.",Off,United Kingdom,,Off,On,56.4829037,-3.008824,01382 287287,,1,,,KEY Distributor,https://www.mkmbs.co.uk/branch/dundee
1206,Rural Timber,/location/rural-timber,,,17,Trimsaran Road,Pen-Y-Mynydd,SA15 4RH,United Kingdom,grav100@icloud.com,,Off,United Kingdom,,Off,Off,51.71324807,-4.223321831,7966183075,,,,1,Approved Installer,
1211,Good With Space,/location/good-with-space,,,"4 Abbotsford Park,",Abbotsford Road,North Berwick,EH39 5DA,United Kingdom,rob@goodwithspace.com,"Good With Space work on a variety of projects with design at the core. Reconfiguring
layouts, conceiving and building new structures and redesigning outside spaces. All concepts are
presented in 3D using SketchUp, allowing clients to fully visualise the proposed works.",Off,United Kingdom,,Off,Off,56.05983799,-2.74435231,7867517736,,,,1,Approved Installer,
1216,Bud Design & Landscaping Ltd,/location/bud-design-landscaping-ltd,,,15,Hurstfield Drive,Maidenhead,SL6 0PF,United Kingdom,budlandscapes@yahoo.co.uk,"Bud Design & Landscaping Ltd provides our clients with professional landscaping solutions from concept through to construction. With over 20 years’ experience as a business, we pride ourselves on delivering projects to a high standard and providing good customer service throughout. We are a proud member of the APL (Association of professional Landscapers) as well as an accredited member of Safe Contractor and approved Millboard installer.",Off,United Kingdom,,Off,Off,51.52193083,-0.662870776,07971 147 870,,,,1,Approved Installer,
1221,Anemone Landscapes,/location/anemone-landscapes,,,Vine Tree Farm,Walford Road,Ross on Wye,HR9 5PQ,United Kingdom,enquiries@anemonelandscapes.co.uk,"Since establishing in 2010 Anemone Landscapes has undertaken a range residential and commercial projects throughout the UK. 
Projects include courtyards, roof terraces, contemporary city spaces, country house walled kitchen gardens, lakes, ponds, water features and garden rooms.
We have constructed exhibits at the prestigious RHS shows alongside well-known garden designers such as Sarah Eberle, Chris Beardshaw and Diarmuid Gavin. Closer to home we work very closely with Cheryl Cummings The Garden Designer Wales. 
Our team orchestrated the relocation of our gold medal winning garden from the showground to its Manchester city centre home where it still stands today.",Off,United Kingdom,,Off,Off,51.90806365,-2.586344567,7901000080,,,,1,Approved Installer,
1226,DB Contracts - Lowgill,/location/db-contracts-lowgill,,,"West Office,",8 Railway Terrace,Lowgill,LA8 0BN,United Kingdom,db.contracts@yahoo.com,"We are a family run business with years of experience in environmental engineering, landscape gardening, carpentry / joinery and general building. We specialise in the construction of complex decking areas, large boardwalks and walkways, bridge building, stonework and bespoke garden designs. We cater to both residential and commercial projects large or small.
Our team are always polite, professional and take great pride in all work undertaken with customer satisfaction as our number one priority.",Off,United Kingdom,,Off,Off,54.36811522,-2.583731275,7775336279,,,,1,Approved Installer,
1231,Stonewood Carpentry & Landscapes Ltd,/location/stonewood-carpentry-landscapes-ltd,,,11,Farnham Mill Lane,Farnham,GU9 9FN,United Kingdom,alex@stonewoodltd.com,"We are a carpentry and landscaping business specialising in all hard landscaping such as decking, patios driveways etc. We also provide bespoke timber work such as barns, porches or even a complete extension.",Off,United Kingdom,,Off,Off,51.22189357,-0.779883317,7562780534,,,,1,Approved Installer,https://www.stonewoodltd.com/
1236,AJT Landscaping Ltd,/location/ajt-landscaping-ltd,,,5,Hammersley Drive,Ash,GU12 6FP,United Kingdom,alex@ajtlandscaping.co.uk,AJT Landscaping are experts in both the design and installation of gardens around the Surrey and Hampshire area. We can help make your garden dreams a reality using our vast knowledge of materials and the correct installation processes.,Off,United Kingdom,,Off,Off,51.2420104,-0.7256272,07595 591780,,,,1,Approved Installer,http://www.ajtlandscaping.co.uk/
1241,Walsh Landscaping,/location/walsh-landscaping,,,23,Oldershaw Mews,Maidenhead,SL6 5HB,United Kingdom,walshlandscapinginfo@gmail.com,,Off,United Kingdom,,Off,Off,51.52876391,-0.749536037,1628912013,,,,1,Approved Installer,https://www.walshlandscaping.co.uk/
1246,Landscape Artisan Ltd,/location/landscape-artisan-ltd,,,2,Cambridge Road,Hampton,TW12 2JL,United Kingdom,info@landscapeartisan.co.uk,We are Award Winning Landscape Gardeners specialising in design and construction. We undertake landscaping projects to realise every gardens full potential.,Off,United Kingdom,,Off,Off,51.42184984,-0.37612376,020 89799663,,,,1,Approved Installer,
1251,Foulkes Paving Company,/location/foulkes-paving-company,,,6,Heathland Close,Buckley,CH7 3GE,United Kingdom,info@foulkeslandscapes.co.uk,"We are a very well established landscaping specialist based in Buckley, North Wales. We comprehensively cover all aspects of modern landscaping in house from conception to completion. Each of our projects is professionally project managed from day one until handover and are completed to perfection using only the highest quality materials. From a simple patio to a complete design and install project we ensure the same quality and attention to detail throughout.",Off,United Kingdom,,Off,Off,53.1685389,-3.06748216,01244 950 805,,,,1,Approved Installer,http://www.foulkeslandscapes.co.uk/
1256,GH Home & Gardening Services,/location/gh-home-gardening-services,,,"15 Avonvale,",Circular Road,Belfast,BT4 2WA,Ireland,garyhartin@virginmedia.com,"Established in 2012, GH Home & Gardening Services is primarily a Garden maintenance business, offering a wide range of services both inside and outside your home. We are involved in the design and installation of decking (timber and composite), patios, fences and the construction of bespoke pergolas and sheds. We also offer garden maintenance services including tree felling. From initial contact with our clients, we aim to provide the highest level of service focusing on quality of work, while paying attention to site safety and tidiness, a friendly and approachable staff attitude, all at a price agreed in advance.",Off,Ireland,,Off,Off,54.61100242,-5.859366153,7885261973,,,,1,Approved Installer,
1261,Scully Custom Decks and Design,/location/scully-custom-deck-design,,,,Main Street,Borris,,Ireland,Martin@customdecks.ie,"Scully Custom Deck & Design was founded by Martin Scully. Martin has over 20 years of professional experience as a carpenter/joiner across three continents. In 2015, he discovered his absolute passion was creating beautiful outdoor living spaces.
​Having collected numerous awards in Canada for his expectational deck building talent (including Best of TrustedPro's for 4 years in row 2015 - 2019 and Best of Houzz 2020, 2021); the green, green grass of home called him back and he is excited to continue his deck building legacy on Irish soil.",Off,Ireland,,Off,Off,52.59979952,-6.92301923,0035387-447-9924,,,,1,Approved Installer,http://www.customdecks.ie/
1271,Worcester Timber Products,/location/worcester-timber-products,,,Worcester Timber Products,Unit 6 Beech Drive,Hartlebury,DY10 4JB,United Kingdom,info@worcestertimberproducts.co.uk,,Display Center,United Kingdom,,Off,On,52.32563101,-2.215921103,01299 250744,,,,,,https://worcestertimberproducts.co.uk/
1276,Andrews Landscaping Ltd,/location/andrews-landscaping-ltd,,,"The Willows, Brookswood,",New Road,Chilworth,GU4 8LZ,United Kingdom,andy@andrewslandscaping.co.uk,We are a Guildford based design and build landscaping company who have been established for 20 years. We specialize in all hard and soft landscaping and especially installation of Millboard Decking. Over the years we have installed a number of different types of decking but we have found that Millboard is the best product out there offering an authentic and fabulous finish.,Off,United Kingdom,,Off,Off,51.21364078,-0.536177637,07736 804961,,,,1,Approved Installer,https://www.andrewslandscaping.co.uk/
