id,title,uri,Grading,Internal Comment, Number,Address,City,Postcode, Country,Email Address,About,Display Centre, Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer,Website
97,Oilcanfinish Outdoor Living,/location/oilcanfinish-landscaping,,,60 High Street,Wimbledon Village,,SW19 5EE,United Kingdom,enquiry@oilcanfinish.com,,Off,United Kingdom,,Off,Off,51.4255547,-0.218710374,7919344450,,,,1,Approved Installer,
98,J Plant Landscape Ltd,/location/j-plant-engineering,,,3,Mill Road,St Neots,PE19 5SS,United Kingdom,jplantengineering@outlook.com,,Off,United Kingdom,,Off,Off,52.29358555,-0.245394748,7535976966,,,,1,Approved Installer,
99,We Got The Moves,/location/we-got-the-moves,,,19,Sterlings Way,Okehampton,EX20 1FP,United Kingdom,theteam@wegotthemoves.co.uk,,Off,United Kingdom,,Off,Off,50.74471089,-3.98737198,0770 222 5013,,,,1,Approved Installer,
100,Dean Price Horticulture,/location/dean-price-horticulture,,,,King John Bank,Walpole St Andrew,PE14 7JT,United Kingdom,Jodie@deanpricehorticulture.co.uk,,Off,United Kingdom,,Off,Off,52.7521057,-0.212114451,07758 915332,,,,1,Approved Installer,
101,Gibson Paving (Installer),/location/gibson-paving-2,,,61,Townhill Road,Portglenone,BT44 8AG,United Kingdom,sharon@gibsonpaving.co.uk,"Gibson Paving are a family run business, established in 1985, with a wealth of experience in helping customers visions come to life. We pride ourselves in being the complete one stop shop to your outdoor living space. From complete outdoor home revamps, to simple doorsteps, we will have the soluDon for your space. Gibson Paving have a large paving centre in Portglenone, with so much to choose from! We’d love to welcome you soon.",Off,United Kingdom,,Off,Off,54.884067,-6.4740571,02825 821976,,,,1,Approved Installer,https://www.gibsonpaving.co.uk/
102,My Garden UK,/location/my-garden-uk,,,9,Reform Street,Fife,DD6 9HX,United Kingdom,mailbox@mygarden.uk,,Off,United Kingdom,,Off,Off,56.44761193,-2.883681898,1382552513,,,,1,Approved Installer,https://www.mygarden.uk/
103,Hortis Landscapes,/location/hortis-landscapes,,,53,Sherwood Road,Tetbury,GL8 8BU,United Kingdom,info@hortislandscapes.co.uk,,Off,United Kingdom,,Off,Off,51.63817709,-2.166230336,07800 653175,,,,1,Approved Installer,
104,Twynham Garden Projects,/location/twynham-garden-projects,,,"Flat 1,",12 Twynham Road,Bournemouth,BH6 3EZ,United Kingdom,liam@twynhamgardenprojects.co.uk,"We are a Dorset based bespoke garden design and construction company, working across the Bournemouth and Poole area. Our team is led by Liam Curtis, who has over 20 years of experience and a keen eye for detail.
At Twynham Garden Projects, we believe you deserve your dream garden. We are here to help you through each step, from your initial idea and throughout the design and installation process .
We can fulfil creations of all sizes and budgets, from a simple patio or driveway to a full garden design with lighting and planting plans.",Off,United Kingdom,,Off,Off,50.72293766,-1.797327107,07872 142373,,,,1,Approved Installer,
105,Seriously Good Landscapes,/location/seriously-good-landscapes,,,"Beckwood Cottage,",Manaton,Newton Abbot,TQ13 9UG,United Kingdom,seriouslygoodlandscapes@gmail.com,"Sam Bairstow, director of Devon based Seriously Good Landscapes, graduated from Brunel University in 2007 after studying Industrial Design. The nature of the course married design theory & practical skills providing a succinct knowledge of how things work and how they might be improved. We believe being outside is great for everyone & since forming in 2009, our mission is helping people make the most of wasted garden spaces. We most enjoy designing & transforming average gardens into really special spaces that have form & function. We pride ourselves on attention to detail whilst maintaining a friendly & approachable service.",Off,United Kingdom,,Off,Off,50.60742322,-3.753093935,1647221327,,,,1,Approved Installer,
106,Innovision Landscapes Ltd,/location/innovision-landscapes-ltd,,,Unit 1,Ten Acre Farm,Ottershaw,KT16 0AQ,United Kingdom,info@innovisionlandscapes.co.uk,,Off,United Kingdom,,Off,Off,51.37032644,-0.547763801,01932 943043,,,,1,Approved Installer,
107,Creative Garden and Driveways,/location/creative-garden-and-driveways,,,,Colwyn Road,"Bramhall, Stockport",SK7 2JQ,United Kingdom,info@creativegardensanddriveways.co.uk,,Off,United Kingdom,,Off,Off,53.36651913,-2.158281444,1614394858,,,,1,Approved Installer,
108,North Hill Garden Design,/location/north-hill-garden-design,,,,Hilington Business Road,Glasgow,G52 4RE,United Kingdom,info@northhillgardens.co.uk,,Off,United Kingdom,,Off,Off,55.85695424,-4.357186386,0141 332 5533,,,,1,Approved Installer,
109,Aye Gardening,/location/aye-gardening,,,,Chart Downs,Dorking,RH5 4DD,United Kingdom,office@ayegardening.co.uk,"Surrey-based landscaping company, Aye gardening is a friendly, professional, and trustworthy family business that specialises in building gardens with high quality materials. Our client-focused approach means that we work together as one team with your inspirations, ideas and objectives at the forefront of our planning process. We love working with our clients to bring their ideas to life, and we are here to make sure that our passion for garden design helps you to do this.",Off,United Kingdom,,Off,Off,51.22011028,-0.318082174,01293 516874,02086 793 000,,,1,Approved Installer,https://www.ayegardening.co.uk/
110,St Johns Garden Centre,/location/st-johns-garden-centre,,,,St John’s Lane,Barnstaple,EX32 9DD,United Kingdom,mark@stjohnsgardencentre.co.uk,"We are a long established family business and carry out a broad range of design and build landscaping activities, commercial and private throughout north Devon, north Cornwall and west Somerset. These include tree and shrub planting, paving, walling, ponds, decking, fencing, turfing, grass seeding, environmental works, hedge-trimming, wildflowers and garden design. We are fully accredited members of BALI (British Association of Landscape Industries) holding various safety accreditation too. Our team are fully trained and achieve very high standards of quality, maintaining our great local reputation.",Off,United Kingdom,,Off,Off,51.07081551,-4.039979181,1271343884,,,,1,Approved Installer,
111,Custom Curve Decking,/location/custom-curve-decking,,,,Alexander Road,Coulsdon,CR5 3JD,United Kingdom,customcurvedecking@gmail.com,"John Michael was the managing director and creator of A Brighter Shade of Green, an innovative garden design company situated on the Sussex, Surrey borders. A Brighter Shade spent over a decade pushing the boundaries of design and landscaping, originally in Australia, but then in London and the South East. John has always been “timber” inclined, working with structures such as cabins, pergolas and of course, decking.",Off,United Kingdom,"Fri, 07/05/2024 - 13:51",Off,Off,51.32028685,-0.155138969,07756 269011,,,,1,Approved Installer,
112,Oakley Landscapes,/location/oakley-landscapes,,,Spittal Fields,,Ringwood,BH24 1QH,United Kingdom,oakleylandscapes@aol.co.uk,,Off,United Kingdom,,Off,Off,50.84806693,-1.774135877,7720929290,,,,1,Approved Installer,
113,Aldridge Landscaping,/location/aldridge-landscaping,,,"The Pothole,",Eastfield Lane,"Goring Heath, Reading",RG8 7ST,United Kingdom,neil@neilaldridge.com,,Off,United Kingdom,,Off,Off,51.52322343,-1.073731475,01491 684212,,,,1,Approved Installer,
114,Ocean Decking,/location/ocean-decking,,,Eldo House,Monkton Road,Prestwick,KA9 2PB,United Kingdom,info@oceandecking.co.uk,,Off,United Kingdom,,Off,Off,55.50879561,-4.603272294,01292 225 672,,,,1,Approved Installer,
115,Ultimate Decking,/location/ultimate-decking,,,Unit 4 Poynton Industrial Estate,Second Avenue,Cheshire,SK12 1ND,United Kingdom,ultimatesystemsjo@gmail.com,,Off,United Kingdom,,Off,Off,53.33707508,-2.493876017,1625820025,,,,1,Approved Installer,
116,Green Room Landscapes,/location/green-room-landscapes,,,6,Bonneville Close,"Millisons Wood, Meriden",CV5 9QH,United Kingdom,sales@greenroomlandscapes.org.uk,"We are a family run business based in Meriden the traditional centre of England. We specialise in all aspects of landscaping including decking (composite and real wood), natural stone paving, porcelain paving, stonework, water features and garden design. Priding ourselves in our reputation, our friendly and personal approach, will show you how important you and your garden are.",Off,United Kingdom,,Off,Off,52.43255198,-1.610053495,7803282583,1676521535,,,1,Approved Installer,
117,Oliver James Carpentry,/location/oliver-james-carpentry,,,209,Park View,Crewkerne,TA18 8JH,United Kingdom,enquiries@oliverjamescarpentry.co.uk,,Off,United Kingdom,,Off,Off,50.87819107,-2.789186985,01460 391371,,,,1,Approved Installer,
118,Simon Parry Landscaping,/location/simon-parry-landscaping,,,53,Lanchester Rd,Birmingham,B38 9AG,United Kingdom,simon@simonparrygardening.com,,Off,United Kingdom,,Off,Off,52.40418976,-1.92701984,0121 246 6943,07970 126832,,,1,Approved Installer,
119,The Olive Tree Garden Company,/location/the-olive-tree-gardens,,,121,Layston Park,Royston,SG8 9DY,United Kingdom,olivetreegardens@yahoo.co.uk,,Off,United Kingdom,,Off,Off,52.04406068,-0.023379313,7590634423,,,,1,Approved Installer,
120,Summit Landscapes,/location/summit-landscapes,,,333,Milton Road,Cambridge,CB4 1XL,United Kingdom,enquiries@summitlandscapes.co.uk,,Off,United Kingdom,,Off,Off,52.22682956,0.14398597,01223 929 394,,,,1,Approved Installer,
121,Selby Landscapes,/location/selby-landscapes,,,"Unit E Heather Farm,",Lansdown Lane,Bath,BA1 4NA,United Kingdom,info@selbylandscapes.com,"Selby Landscapes was founded in 2012 by Sam Selby. From the beginning, our ambition has always been to create beautifully crafted outdoor spaces that give a lifetime of pleasure and enhance quality of life.
Sam has steadily grown the business by offering an efficient service and working to exacting standards.
Today, we are excelling in the landscape design and build industry in our region. Our work can be seen in hundreds of residential and commercial projects throughout Bath and Somerset.",Off,United Kingdom,,Off,Off,51.40702815,-2.396786959,01225 571350,,,,1,Approved Installer,
122,Instant Scenery,/location/instant-scenery,,,3,Paddock Close,Kempsey,WR5 3WE,United Kingdom,info@instantscenery.co.uk,,Off,United Kingdom,,Off,Off,52.13555464,-2.22000484,01905 347105,,,,1,Approved Installer,
123,Deluxe Decking & Property,/location/duluxe-decking-property,,,Swan House,Little St. Mary's,Long Melford,CO10 9HY,United Kingdom,deluxedecking@yahoo.com,,Off,United Kingdom,"Thu, 04/18/2024 - 14:44",Off,Off,52.07359242,0.71616225,7803806916,,,,1,Approved Installer,
124,Walker Landscape & Design,/location/walker-landscape-design,,,"Unit 2,","Deva Forge , Hoole Bank",Chester,CH2 4ES,United Kingdom,info@walkerlandscapeanddesign.com,,Display Center,United Kingdom,,On,On,53.2167784,-2.853213,01244 301922,,",",", 1","1,","Approved Installer, Premier Distributor",https://walkerlandscapeanddesign.com/
125,White of Witchampton,/location/white-of-witchampton,,,2,Hill Rise,Witchampton,BH21 5BD,United Kingdom,debbie@whiteofwitchampton.co.uk,,Off,United Kingdom,,Off,Off,50.8724989,-2.028128577,01258 840082,,,,1,Approved Installer,http://wowgardens.co.uk/home
126,Chase Garden Designs,/location/chase-garden-designs,,,,Meadow Way,Heath Hayes,WS12 3YG,United Kingdom,matt_davies@aol.com,,Off,United Kingdom,,Off,Off,52.68851504,-1.995784017,07513 156349,,,,1,Approved Installer,
127,Habitat Landscapes,/location/habitat-landscapes,,,16,Tanqueray Avenue,Bedford,MK45 4AW,United Kingdom,info@habitatlandscapes.co.uk,"Headed by Craig Nester and Lee Goulding, Habitat landscapes has been founded on a belief that a garden should be an extension of your home and view each space as another room to the property. The main goal is to encourage clients through quality build and design to use their outdoor spaces regularly and enjoy them throughout the varying seasons. We undertake projects across Bedfordshire, Hertfordshire and Northamptonshire including formal, contemporary, nature, small town and large country gardens.",Off,United Kingdom,,Off,Off,52.0292272,-0.423378671,1525860263,,,,1,Approved Installer,
128,Call For Joinery,/location/coll-for-joinery,,,4,Levern Grove Court,Nitshill,G53 7TE,United Kingdom,collandrew1312@gmail.com,"We are a Glasgow based company that carry out domestic and commercial works to a very high standard. We can also provide design altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. 
We are open to your suggestions and ideas please any queries just ask.",Off,United Kingdom,,Off,Off,55.81779514,-4.364641416,7587078487,,,,1,Approved Installer,
129,Bristol Garden,/location/bristol-garden,,,14,Lena Street,Easton,BS5 6DD,United Kingdom,adrian@bristolgarden.co.uk,,Off,United Kingdom,,Off,Off,51.46537009,-2.562439852,01179 554125,,,,1,Approved Installer,
130,Green Room Gardens,/location/green-room-gardens,,,28,Chapel Close,"Needingworth, St Ives",PE27 4SH,United Kingdom,cojo26a@btinternet.com,,Off,United Kingdom,,Off,Off,52.33014563,-0.027800119,07714 204557,,,,1,Approved Installer,
131,Taylor Landscape & Design,/location/taylor-landscape-design,,,,Sherbourne Road,Stratford upon Avon,CV37 9JR,United Kingdom,paul@taylorlandscape.co.uk,,Off,United Kingdom,,Off,Off,52.1974388,-1.738706479,07916 327 736,,,,1,Approved Installer,
132,NJD Landscape & Construction,/location/njd-landscape-construction,,,66,"St Teilo Street, Pontardulais",Swansea,SA4 8SY,United Kingdom,Nathan92davies@gmail.com,,Off,United Kingdom,,Off,Off,51.71492847,-4.042499182,07527 547370,,,,1,Approved Installer,
133,MLC Garden Solutions Ltd,/location/mlc-garden-solutions-ltd,,,51,"Lon Hir, Alltwen",Pontardawe,SA8 3DE,United Kingdom,matt@mlcgardensolutions.co.uk,,Off,United Kingdom,,Off,Off,51.72112049,-3.840413373,7832189285,,,,1,Approved Installer,
134,JP Carpentry,/location/jp-carpentry,,,33 Riversdale Road,"Riversdale Road, West Cross",Swansea,SA3 5PX,United Kingdom,jackpettifer@hotmail.com,,Off,United Kingdom,,Off,Off,51.58244631,-4.008489245,077586 51410,,,,1,Approved Installer,
135,Law Joinery,/location/law-joinery,,,,,Brighouse,HD6 1EL,United Kingdom,lee@lawjoinery.co.uk,,Off,United Kingdom,,Off,Off,53.6999642,-1.782614613,7971736865,,,,1,Approved Installer,
136,RW Design and Build,/location/rw-design-and-build,,,27,Westbury Road,Westgate on Sea,CT8 8QX,United Kingdom,royolner@gmail.com,,Off,United Kingdom,,Off,Off,51.38124074,1.33957167,7779668447,,,,1,Approved Installer,
137,Outsiders Landscaping,/location/outsiders-landscaping,,,Tithe Farm,Barton Road,Congerstone,CV13 6NB,United Kingdom,info@outsiderslandscaping.co.uk,,Off,United Kingdom,,Off,Off,52.64649439,-1.454840775,7912859626,,,,1,Approved Installer,
138,Bespoke Garden Rooms & Decking - Richmond,/location/bespoke-garden-rooms-decking-3,,,414,Upper Richmond Rd W,London,SW14 7JX,United Kingdom,Info@gardenroomsdecking.co.uk,We carry out domestic and commercial works to a very high standard. We also provide design and 3D visuals service altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. Project of the year award winners proves us to be experts in this field.,Off,United Kingdom,,Off,Off,51.46463103,-0.275920817,020 3811 8445,,,,1,Approved Installer,
139,Bespoke Garden Rooms & Decking - White Hart Lane,/location/bespoke-garden-rooms-decking-2,,,"6 White Hart Works,",White Hart Lane,London,N17 7RP,United Kingdom,Info@gardenroomsdecking.co.uk,We carry out domestic and commercial works to a very high standard. We also provide design and 3D visuals service altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. Project of the year award winners proves us to be experts in this field.,Off,United Kingdom,,Off,Off,51.60568725,-0.095627194,020 3811 8445,,,,1,Approved Installer,
140,Bespoke Garden Rooms & Decking - Queen Street,/location/bespoke-garden-rooms-decking-1,,,6,Queen Street,London,EC4N 1SP,United Kingdom,Info@gardenroomsdecking.co.uk,We carry out domestic and commercial works to a very high standard. We also provide design and 3D visuals service altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. Project of the year award winners proves us to be experts in this field.,Off,United Kingdom,,Off,Off,51.51388021,-0.092524212,020 3811 8445,,,,1,Approved Installer,
141,Emerald Landscapes,/location/emerald-landscapes,,,4,High Street,"Histon, Cambridge",CB24 9JD,United Kingdom,info@landscapingcambridge.co.uk,"We provide a friendly and professional service covering all aspects of landscaping for all Residential and Commercial projects. We have a wealth of experience, knowledge and specialist all working to ensure you receive a high-quality finish to your project.
Emerald Landscapes Team takes great pride in being the best at what they do. Our expert garden designers, engineers, landscape architects, as well as construction experts, are the best in the sector with years of background experience. We are passionate and have a deep sense of enthusiasm to transform your outdoor space into a scenic wonderland that is a visual delight.",Off,United Kingdom,,Off,Off,52.25191433,0.106535536,1223782821,,,,1,Approved Installer,https://landscapingcambridge.co.uk/contact-us/
142,Rural Timber,/location/rural-timber,,,17,Trimsaran Road,Pen-Y-Mynydd,SA15 4RH,United Kingdom,grav100@icloud.com,,Off,United Kingdom,,Off,Off,51.71324807,-4.223321831,7966183075,,,,1,Approved Installer,
143,Good With Space,/location/good-with-space,,,"4 Abbotsford Park,",Abbotsford Road,North Berwick,EH39 5DA,United Kingdom,rob@goodwithspace.com,"Good With Space work on a variety of projects with design at the core. Reconfiguring
layouts, conceiving and building new structures and redesigning outside spaces. All concepts are
presented in 3D using SketchUp, allowing clients to fully visualise the proposed works.",Off,United Kingdom,,Off,Off,56.05983799,-2.74435231,7867517736,,,,1,Approved Installer,
144,Bud Design & Landscaping Ltd,/location/bud-design-landscaping-ltd,,,15,Hurstfield Drive,Maidenhead,SL6 0PF,United Kingdom,budlandscapes@yahoo.co.uk,"Bud Design & Landscaping Ltd provides our clients with professional landscaping solutions from concept through to construction. With over 20 years’ experience as a business, we pride ourselves on delivering projects to a high standard and providing good customer service throughout. We are a proud member of the APL (Association of professional Landscapers) as well as an accredited member of Safe Contractor and approved Millboard installer.",Off,United Kingdom,,Off,Off,51.52193083,-0.662870776,07971 147 870,,,,1,Approved Installer,
145,Anemone Landscapes,/location/anemone-landscapes,,,Vine Tree Farm,Walford Road,Ross on Wye,HR9 5PQ,United Kingdom,enquiries@anemonelandscapes.co.uk,"Since establishing in 2010 Anemone Landscapes has undertaken a range residential and commercial projects throughout the UK. 
Projects include courtyards, roof terraces, contemporary city spaces, country house walled kitchen gardens, lakes, ponds, water features and garden rooms.
We have constructed exhibits at the prestigious RHS shows alongside well-known garden designers such as Sarah Eberle, Chris Beardshaw and Diarmuid Gavin. Closer to home we work very closely with Cheryl Cummings The Garden Designer Wales. 
Our team orchestrated the relocation of our gold medal winning garden from the showground to its Manchester city centre home where it still stands today.",Off,United Kingdom,,Off,Off,51.90806365,-2.586344567,7901000080,,,,1,Approved Installer,
146,DB Contracts - Lowgill,/location/db-contracts-lowgill,,,"West Office,",8 Railway Terrace,Lowgill,LA8 0BN,United Kingdom,db.contracts@yahoo.com,"We are a family run business with years of experience in environmental engineering, landscape gardening, carpentry / joinery and general building. We specialise in the construction of complex decking areas, large boardwalks and walkways, bridge building, stonework and bespoke garden designs. We cater to both residential and commercial projects large or small.
Our team are always polite, professional and take great pride in all work undertaken with customer satisfaction as our number one priority.",Off,United Kingdom,,Off,Off,54.36811522,-2.583731275,7775336279,,,,1,Approved Installer,
147,Stonewood Carpentry & Landscapes Ltd,/location/stonewood-carpentry-landscapes-ltd,,,11,Farnham Mill Lane,Farnham,GU9 9FN,United Kingdom,alex@stonewoodltd.com,"We are a carpentry and landscaping business specialising in all hard landscaping such as decking, patios driveways etc. We also provide bespoke timber work such as barns, porches or even a complete extension.",Off,United Kingdom,,Off,Off,51.22189357,-0.779883317,7562780534,,,,1,Approved Installer,https://www.stonewoodltd.com/
148,AJT Landscaping Ltd,/location/ajt-landscaping-ltd,,,5,Hammersley Drive,Ash,GU12 6FP,United Kingdom,alex@ajtlandscaping.co.uk,AJT Landscaping are experts in both the design and installation of gardens around the Surrey and Hampshire area. We can help make your garden dreams a reality using our vast knowledge of materials and the correct installation processes.,Off,United Kingdom,,Off,Off,51.2420104,-0.7256272,07595 591780,,,,1,Approved Installer,http://www.ajtlandscaping.co.uk/
149,Walsh Landscaping,/location/walsh-landscaping,,,23,Oldershaw Mews,Maidenhead,SL6 5HB,United Kingdom,walshlandscapinginfo@gmail.com,,Off,United Kingdom,,Off,Off,51.52876391,-0.749536037,1628912013,,,,1,Approved Installer,https://www.walshlandscaping.co.uk/
150,Landscape Artisan Ltd,/location/landscape-artisan-ltd,,,2,Cambridge Road,Hampton,TW12 2JL,United Kingdom,info@landscapeartisan.co.uk,We are Award Winning Landscape Gardeners specialising in design and construction. We undertake landscaping projects to realise every gardens full potential.,Off,United Kingdom,,Off,Off,51.42184984,-0.37612376,020 89799663,,,,1,Approved Installer,
151,Foulkes Paving Company,/location/foulkes-paving-company,,,6,Heathland Close,Buckley,CH7 3GE,United Kingdom,info@foulkeslandscapes.co.uk,"We are a very well established landscaping specialist based in Buckley, North Wales. We comprehensively cover all aspects of modern landscaping in house from conception to completion. Each of our projects is professionally project managed from day one until handover and are completed to perfection using only the highest quality materials. From a simple patio to a complete design and install project we ensure the same quality and attention to detail throughout.",Off,United Kingdom,,Off,Off,53.1685389,-3.06748216,01244 950 805,,,,1,Approved Installer,http://www.foulkeslandscapes.co.uk/
152,GH Home & Gardening Services,/location/gh-home-gardening-services,,,"15 Avonvale,",Circular Road,Belfast,BT4 2WA,Ireland,garyhartin@virginmedia.com,"Established in 2012, GH Home & Gardening Services is primarily a Garden maintenance business, offering a wide range of services both inside and outside your home. We are involved in the design and installation of decking (timber and composite), patios, fences and the construction of bespoke pergolas and sheds. We also offer garden maintenance services including tree felling. From initial contact with our clients, we aim to provide the highest level of service focusing on quality of work, while paying attention to site safety and tidiness, a friendly and approachable staff attitude, all at a price agreed in advance.",Off,Ireland,,Off,Off,54.61100242,-5.859366153,7885261973,,,,1,Approved Installer,
153,Scully Custom Decks and Design,/location/scully-custom-deck-design,,,,Main Street,Borris,,Ireland,Martin@customdecks.ie,"Scully Custom Deck & Design was founded by Martin Scully. Martin has over 20 years of professional experience as a carpenter/joiner across three continents. In 2015, he discovered his absolute passion was creating beautiful outdoor living spaces.
​Having collected numerous awards in Canada for his expectational deck building talent (including Best of TrustedPro's for 4 years in row 2015 - 2019 and Best of Houzz 2020, 2021); the green, green grass of home called him back and he is excited to continue his deck building legacy on Irish soil.",Off,Ireland,,Off,Off,52.59979952,-6.92301923,0035387-447-9924,,,,1,Approved Installer,http://www.customdecks.ie/
154,Andrews Landscaping Ltd,/location/andrews-landscaping-ltd,,,"The Willows, Brookswood,",New Road,Chilworth,GU4 8LZ,United Kingdom,andy@andrewslandscaping.co.uk,We are a Guildford based design and build landscaping company who have been established for 20 years. We specialize in all hard and soft landscaping and especially installation of Millboard Decking. Over the years we have installed a number of different types of decking but we have found that Millboard is the best product out there offering an authentic and fabulous finish.,Off,United Kingdom,,Off,Off,51.21364078,-0.536177637,07736 804961,,,,1,Approved Installer,https://www.andrewslandscaping.co.uk/
155,Esme Developments Ltd,/location/esme-developments-ltd,,,"1 Walker House,",62 Frimley Road,Camberley,GU15 3EG,United Kingdom,info@esmedevelopments.co.uk,"With over 14 years’ experience, here at Esme Developments we offer a complete end to end service. From design, construction, hard & soft landscaping, plating and on-going maintenance. 
We have been using and installing Millboard Decking for over 8 years.
Covering Surrey, Hampshire, Berkshire, and the surrounding areas. 
Our team are hard working, knowledgeable and ensure that each project is finished to the highest standard.",Off,United Kingdom,,Off,Off,51.33204059,-0.758016629,0800 772 0222,,,,1,Approved Installer,https://www.esmedevelopments.co.uk/
156,Bespoke Garden Rooms & Decking - Romford,/location/bespoke-garden-rooms-decking,,,8,Jarrow Road,Romford,RM6 5RH,United Kingdom,Info@gardenroomsdecking.co.uk,We carry out domestic and commercial works to a very high standard. We also provide design and 3D visuals service altered to your needs. We love working with Millboard as we believe it's the best that the market has to offer. Project of the year award winners proves us to be experts in this field.,Off,United Kingdom,,Off,Off,51.57356304,0.12583168,020 3811 8445,,,,1,Approved Installer,
157,JJH Construction Ltd,/location/jjh-construction-ltd,,,"9 Banktop Place,",Emerson Valley,Milton Keynes,MK4 2ER,United Kingdom,info@jjhconstructionltd.co.uk,,Off,United Kingdom,,Off,Off,52.00893273,-0.777145989,7854382578,,,,1,Approved Installer,
158,D Gooch Outdoor Living,/location/d-gooch-sheds-fencing,,,191 A,Plumstead Road East,Norwich,NR7 9LW,United Kingdom,dhowardsheds.fencingltd@hotmail.com,,Off,United Kingdom,,Off,On,52.64354456,1.349320664,07983 531860,,",",", 1","1,","Approved Installer, Premier Distributor",
159,Inception Landscapes Ltd,/location/inception-lodges-and-landscaping,,,,,Ringwood,BH24 1LN,United Kingdom,Info@inception-landscapes.co.uk,Inception Landscapes Ltd is a New Forest based family business bringing experience from craftmanship that strives for acute attention to detail which is reflected in our work today. We specialise in bespoke pool landscaping and decking along with truly unique pool and garden rooms and outdoor entertaining areas.,Off,United Kingdom,,Off,Off,50.85251216,-1.787139141,7595723543,,,,1,Approved Installer,
160,Fairdeck LTD,/location/fairweather-garden-construction-ltd,,,45,Hiltop,Tonbridge,TN9 2UW,United Kingdom,info@fairdeck.co.uk,,Off,United Kingdom,,Off,Off,51.18296187,0.270574152,7771483710,,,,1,Approved Installer,http://www.fairdeck.co.uk/
161,Legendary Landscapes,/location/legendary-landscapes,,,49,Pines Road,Paignton,TQ3 1BB,United Kingdom,oli@legendarylandscapes.co.uk,"We are a well-established professional landscaping company located in South Devon & operating throughout the South West. Established in 2008 with our office based in Torbay in Devon, We design & build gardens to the highest of standards, which typically range between £10,000 and £200,000 in value. We combine our own passion, professional qualifications, and past experience to create & deliver amazing outdoor spaces throughout the region. Quality is our biggest priority, and although we pride ourselves on our personable & friendly approach, an uncompromising level of detail is engrained into all of our gardens.
We provide a personal, hands-on approach and can guide you through the process of transforming your garden from your initial ideas, through to the finished build. Every project is unique and we offer a flexible range of services that are tailored to your needs and the scale of your project.
Whether you are planning a full re-design of an existing garden; starting from scratch; transforming an individual area, or looking for a construction solution, we can draw on our knowledge and experience to provide you with the advice you need.
We value building close relationships with our clients in what we feel should be a collaborative journey together. And by using sustainably sourced and skilfully crafted materials that conform to the environment surrounding it, we will work tirelessly to ensure our client’s visions are realised.",Off,United Kingdom,,Off,Off,50.44675125,-3.586433204,1803414649,,,,1,Approved Installer,https://www.legendarylandscapes.co.uk/
162,Spare Space Ltd,/location/spare-space-ltd,,,10,Tulkers Close,Prestwood,HP16 0SH,United Kingdom,info@sparespaceltd.co.uk,,Off,United Kingdom,,Off,Off,51.69509092,-0.732156279,7710043981,1494702505,,,1,Approved Installer,https://www.sparespaceltd.co.uk/
163,Your Utopia Room - Sevenoaks,/location/your-utopia-room-1,,,"Your Utopia Room, Woodlands Garden Centre",Ash Lane,Sevenoaks,TN15 7EG,United Kingdom,Info@yourutopiaroom.co.uk,"YOUR UTOPIA ROOM is a company devoted to designing, building and fitting the finest quality garden structures and products in the North Kent and South East London areas.",Off,United Kingdom,,Off,Off,51.33143495,0.284695398,0800 7797470,,,,1,Approved Installer,https://www.yourutopiaroom.co.uk
164,LazyLawn® Bath,/location/lazylawn-bath-1,,,2,The Reddings,Kingswood,BS15 4SA,United Kingdom,info@lazylawn.co.uk,"Established 35 years, award-winning LazyLawn is a pioneer in the landscaping market, specialising in modern garden makeovers using artificial turf, Millboard, composite decking, green walls, green roofs and resin-bound stone. Our range of products are perfect for those who want a stylish and low maintenance garden all year round. Our UK installer network are Which? Trusted Trader approved, so your project will be in safe hands.",Off,United Kingdom,,Off,Off,51.44620875,-2.523472929,7775685963,,,,1,Approved Installer,
165,Active Surfaces - Lincoln,/location/active-surfaces-1,,,The Commerce House,Carlton Boulevard,Lincoln,LN2 4WJ,United Kingdom,activesurfaces@gmail.com,"Active Surfaces Ltd is a Landscaping Company specializing in Artificial Grass, Resin Driveways and Paths, Millboard Decking and Golf Surfaces. We are based in Cheshire but we can cover all over the UK. We can help create you your perfect garden. Our team will provide out customers with the highest standard of work from the design process through to the finished project. We have over 12 years of experience and our teams are highly qualified professionals. We use only the best products on the market that have been tried and tested.",Off,United Kingdom,,Off,Off,53.24247824,-0.500717991,01522 412132,,,,1,Approved Installer,https://activesurfaces.co.uk/
166,Your Utopia Room - Rochester,/location/your-utopia-room,,,Dillywood Garden Centre,Dillywood Lane,Rochester,ME3 7NT,United Kingdom,phil@yourutopiaroom.co.uk,,Off,United Kingdom,,Off,Off,51.412702,0.4819188,8007797470,,,,1,Approved Installer,
