id,title,uri,Grading,Internal Comment,Number,Address,City,Postcode,Country,Email Address,About,Display Centre,Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer/Distributor,Website
509,Collier & Catchpole Ipswich,/location/collier-catchpole-ipswich,Gold,,Wherstead Road,Wherstead Road,Ipswich,IP2 8LF,United Kingdom,cadell.l@colliercatchpole.co.uk,"Collier & Catchpole is an independent builders' merchant, with business roots in East Anglia, going back almost 200 years with well-stocked yards in conveniently accessible locations in Colchester and Ipswich; experienced and knowledgeable sales staff, ready to help source the right products at the right price to get the job done and a reputation for service which underpins everything we do.",Display Center,"Wherstead Road
Wherstead Road
Ipswich
IP2 8LF
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,52.04076,1.1515137,01473 689605,,1,1,,"KEY Distributor, Premier Distributor",https://colliercatchpole.co.uk
529,McMahons Builders Providers - Dublin,/location/mcmahons-builders-providers---dublin,Platinum,,Unit 16,Cherry Orchard Industrial Estate,Ballyfermot,D10 CP22,Ireland,soconnor@jmcmahon.com,"McMahons Builders Providers has been providing quality building supplies and DIY materials to the trade and public for 190 years.Our commitment to quality and expertise ensures that when customers visit one of our stores, they can always be assured they are getting top quality products, great value and expert advice and assistance from our friendly and knowledgeable teams. It is this ethos that has enabled McMahons Builders Providers to become one of the most respected builder’s merchants in the country",Display Center,"Unit 16
Cherry Orchard Industrial Estate
Ballyfermot
County Dublin
D10 CP22
Ireland",,Off,On,53.3452569,-6.3715566,00353 16 234 989,,1,1,,"KEY Distributor, Premier Distributor",https://www.mcmahons.ie
531,McMahons Builders Providers Portarlington,/location/mcmahons-builders-providers-portarlington,Platinum,,Riverside Commercial Park,Edenderry Road,Portarlington,R32XC42,Ireland,kfarrell@jmcmahon.com,,Off,"Riverside Commercial Park
Edenderry Road
Portarlington
County Laois
R32XC42
Ireland",,Off,On,53.167153,-7.1876662,00353 57 862 3107,,1,,,KEY Distributor,https://www.mcmahons.ie
532,McMahons Builders Providers - Limerick,/location/mcmahons-builders-providers---limerick,Platinum,,Corcancree,Dock Road,Limerick,V94P2H9,Ireland,clong@jmcmahon.com,"Builders Providers has been providing quality building supplies and DIY materials to the trade and public for 190 years.Our commitment to quality and expertise ensures that when customers visit one of our stores, they can always be assured they are getting top quality products, great value and expert advice and assistance from our friendly and knowledgeable teams. It is this ethos that has enabled McMahons Builders Providers to become one of the most respected builder’s merchants in the country.",Display Center,"Corcancree
Dock Road
Limerick
County Limerick
V94P2H9
Ireland",,Off,On,52.655683,-8.6531284,061 - 315388,,1,1,,"KEY Distributor, Premier Distributor",https://www.mcmahons.ie
533,McMahons Builders Providers Fernoy,/location/mcmahons-builders-providers-fernoy,Platinum,,Dublin Road,Ballynamona,Fermoy,P61RH61,Ireland,shickey@jmcmahon.com,"McMahons Builders Providers has been providing quality building supplies and DIY materials to the trade and public for 190 years.Our commitment to quality and expertise ensures that when customers visit one of our stores, they can always be assured they are getting top quality products, great value and expert advice and assistance from our friendly and knowledgeable teams. It is this ethos that has enabled McMahons Builders Providers to become one of the most respected builder’s merchants in the country.",Display Center,"Dublin Road
Ballynamona
Fermoy
County Cork
P61RH61
Ireland",,Off,On,52.1487049,-8.2822208,025 - 82088,,1,1,,"KEY Distributor, Premier Distributor",https://www.mcmahons.ie
537,Build Supplies Limited,/location/build-supplies-limited,Gold,,Unit 1 Southmoor Farm,Winnards Perch,Newquay,TR9 6DG,United Kingdom,mike@buildsupplies.co.uk,,Display Center,"Unit 1 Southmoor Farm
Winnards Perch
Newquay
TR9 6DG
United Kingdom",,On,On,50.45578,-4.92723,01637 881783,,,1,,Premier Distributor,
539,PGR Builders & Timber Merchants - Braintree,/location/pgr-builders-timber-merchants---braintree,Platinum,,Unit 1 Bradbury Drive,Springwood Industrial Estate,Braintree,CM7 2SD,United Kingdom,braintree@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Display Center,"Unit 1 Bradbury Drive
Springwood Industrial Estate
Braintree
CM7 2SD
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.8804526,0.5351369,01376 440440,,1,1,,Premier Distributor,
545,Elliott Brothers Tadley,/location/elliott-brothers-tadley,Platinum,,Unit 22-23 Brick Kiln Industrial Estate,Silchester Road,Tadley,RG26 3PX,United Kingdom,tadley@elliotts.uk,,Off,"Unit 22-23 Brick Kiln Industrial Estate
Silchester Road
Tadley
RG26 3PX
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,51.357071,-1.1379673,0118 402 0640,,1,1,,"KEY Distributor, Premier Distributor",https://elliotts.uk/
551,Haldane Fisher Newry,/location/haldane-fisher-newry,Silver,,"Shepherds Way,",Carnbane Industrial Estate,Newry,BT35 6QQ,United Kingdom,sales.newry@haldane-fisher.com,"Haldane Fisher is one of the leading independent suppliers to the construction industry in the UK and Ireland, serving both trade customers and the general public. Providing the highest levels of customer service, product knowledge and sound advice is Haldane Fisher's ultimate goal.",Off,"Shepherds Way,
Carnbane Industrial Estate
Newry
BT35 6QQ
United Kingdom",,Off,On,54.1933211,-6.3470433,028 3031 3616,028 3031 6616,1,1,,"KEY Distributor, Premier Distributor",
553,Haldane Fisher Bangor,/location/haldane-fisher-bangor,Silver,,41a Bangor Road,The Knowes,Conlig,BT23 7PX,United Kingdom,sales.bangor@haldane-fisher.com,,Off,"41a Bangor Road
The Knowes
Conlig
BT23 7PX
United Kingdom",,Off,On,54.6319455,-5.6769154,028 9127 1711,,1,,,KEY Distributor,
555,Haldane Fisher Lisburn,/location/haldane-fisher-lisburn,Silver,,Enterprise Crescent,Ballinderry Road,Lisburn,BT28 2BP,United Kingdom,paul.doran@haldane-fisher.com,,Off,"Enterprise Crescent
Ballinderry Road
Lisburn
BT28 2BP
United Kingdom",,Off,On,54.513684,-6.075677,2892633982,,1,,,KEY Distributor,https://www.haldane-fisher.com/
557,Haldane Fisher Belfast (Ladas Drive),/location/haldane-fisher-belfast-(ladas-drive),Silver,,59-75 Ladas Drive,Ladas Park,Belfast,BT6 9FR,United Kingdom,Marc.McCaughey@haldane-fisher.com,,Off,"59-75 Ladas Drive
Ladas Park
Belfast
BT6 9FR
United Kingdom",,Off,On,54.5831763,-5.8929643,028 9022 5000,,1,,,KEY Distributor,https://www.haldane-fisher.com/
561,MGM Timber (Scotland) Hamilton,/location/mgm-timber-(scotland)-hamilton,Gold,,12,Bairds Crescent,Hamilton,ML3 9FD,United Kingdom,Craig.Bird@mgmtimber.com,,Off,"12
Bairds Crescent
Hamilton
ML3 9FD
United Kingdom",,Off,On,55.7757558,-4.0543896,01698 423208,,1,1,,"KEY Distributor, Premier Distributor",https://www.mgmtimber.co.uk
562,Coomers Timber & Building Supplies,/location/coomers-timber-building-supplies-1,Gold,,Waterbrook Road,Waterbrook Road,Alton,GU34 2UD,United Kingdom,Simon.Closier@coomers.co.uk,,Off,"Waterbrook Road
Waterbrook Road
Alton
GU34 2UD
United Kingdom",,Off,On,51.1527033,-0.9576601,01420 571234,,,,,,https://www.coomers.co.uk/branches.html
565,MKM Southport,/location/mkm-southport,Ungraded,,"Crowland Street,",,"Southport,",PR9 7FL,United Kingdom,southport@mkmbs.co.uk,"MKM is built on the concept that skilled, local people who understand the needs of local customers should serve the local trade. MKM prides themselves on customer service and believe that it's the employees who really set MKM apart from the competition. Their professional, knowledgeable staff have a wealth of experience and are on hand to offer any advice and support their customers' needs.",Off,"Crowland Street,
Southport,
PR9 7FL
United Kingdom",,Off,On,53.6402976,-2.9696911,1704514700,,,,,KEY Distributor,https://www.mkmbs.co.uk
567,MGM Timber (Scotland) Grangemouth,/location/mgm-timber-(scotland)-grangemouth,Gold,,West Mains Industrial Estate,,Grangemouth,FK3 8YE,United Kingdom,Gordon.Semple@mgmtimber.com,,Off,"West Mains Industrial Estate
Grangemouth
FK3 8YE
United Kingdom",,Off,On,56.0121703,-3.7526824,01324 666822,,1,,,KEY Distributor,http://www.mgmtimber.co.uk/
568,MGM Timber (Scotland) Prestwick,/location/mgm-timber-(scotland)-prestwick,Gold,,Shawfarm Road,,Prestwick,KA9 2TR,United Kingdom,Johnny.Haley@mgmtimber.com,,Off,"Shawfarm Road
Prestwick
KA9 2TR
United Kingdom",,Off,On,55.4990606,-4.5873332,01292 471147,,1,1,,"KEY Distributor, Premier Distributor",https://www.mgmtimber.co.uk
569,MGM Timber (Scotland) Wishaw,/location/mgm-timber-(scotland)-wishaw,Gold,,90 Canyon Road,Excelsior Business Park,Wishaw,ML2 0EG,United Kingdom,Craig.Bird@mgmtimber.com,,Off,"90 Canyon Road
Excelsior Business Park
Wishaw
ML2 0EG
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,55.7701696,-3.9453835,01698 371900,,1,,,KEY Distributor,http://www.mgmtimber.co.uk/
572,George Bence & Sons Cheltenham,/location/george-bence-sons-cheltenham,Gold,,43 Fairview Road,Fairview Road,Cheltenham,GL52 2EJ,United Kingdom,landscaping@bence.co.uk,"Established in 1854, George Bence have maintained the traditional high standards of customer service while embracing the latest technology. Bence's may have deep roots in the past however they continue to move forwards, with their fabulous award-winning showroom, which showcases the best in kitchens and bathrooms from the world's top manufacturers and state-of-the-art technology to further improve their high standards of customer service.",Off,"43 Fairview Road
Fairview Road
Cheltenham
GL52 2EJ
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.9013194,-2.0694121,01242 237241,,1,1,,"KEY Distributor, Premier Distributor",https://www.bencelandscaping.co.uk
573,MGM Timber (Scotland) Broxburn,/location/mgm-timber-(scotland)-broxburn,Gold,,,Paterson's Court,Broxburn,EH52 5HB,United Kingdom,Jim.Guest@mgmtimber.com,,Off,"Paterson's Court
Broxburn
EH52 5HB
United Kingdom",,Off,On,55.9349724,-3.4633549,01506 858795,,1,,,KEY Distributor,http://www.mgmtimber.co.uk/
576,MGM Timber (Scotland) Inverness,/location/mgm-timber-(scotland)-inverness,Gold,,Unit 2,24 Longman Drive,Inverness,IV1 1SU,United Kingdom,Chris.MacRae@mgmtimber.com,,Off,"Unit 2
24 Longman Drive
Inverness
IV1 1SU
United Kingdom",,Off,On,57.490875,-4.2295034,01463 232316,,1,1,,"KEY Distributor, Premier Distributor",https://www.mgmtimber.co.uk
577,MGM Timber (Scotland) Edinburgh,/location/mgm-timber-(scotland)-edinburgh,Gold,,Unit 5 Eastern Industrial Estate,Newcraighall Road,Edinburgh,EH15 3HS,United Kingdom,Peter.Gourley@mgmtimber.com,,Off,"Unit 5 Eastern Industrial Estate
Newcraighall Road
Edinburgh
EH15 3HS
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,55.9328299,-3.102232,0131 669 1970,,1,,,KEY Distributor,http://www.mgmtimber.co.uk/
597,GPH Builders Merchants Ellon,/location/gph-builders-merchants-ellon,Silver,,Broomiesburn Rd,,Ellon,AB41 9RD,United Kingdom,ellon@gph-online.com,,Off,"Broomiesburn Rd
Ellon
AB41 9RD
United Kingdom",,On,On,57.2841457,-2.4026993,01358 287 173,,,,,,http://gph.uk.com
598,GPH Builders Merchants Stonehaven,/location/gph-builders-merchants-stonehaven,Silver,,Broomhill Road,Spurryhillock Industrial Estate,Stonehaven,AB39 2NH,United Kingdom,stonehaven@gph-online.com,,Display Center,"Broomhill Road
Spurryhillock Industrial Estate
Stonehaven
AB39 2NH
United Kingdom",,On,On,56.9638306,-2.2350309,01569 763806,,,,,,http://gph.uk.com
599,GPH Builders Merchants Westhill,/location/gph-builders-merchants-westhill,Silver,,1 Prospect Place,Westhill Industrial Estate,Westhill,AB32 6SY,United Kingdom,westhill@gph-online.com,,Off,"1 Prospect Place
Westhill Industrial Estate
Westhill
AB32 6SY
United Kingdom",,On,On,57.1497696,-2.2805036,01224 748313,,,,,,http://gph.uk.com
604,Kellaway Building Supplies Bedminster,/location/kellaway-building-supplies-bedminster,Platinum,,12 Vale Lane,Hartcliffe Way,Bristol,BS3 5RU,United Kingdom,bedminster@kellaway.co.uk,"For both trade and DIY, Kellaway's knowledgeable and friendly staff are proud of their reputation for providing excellent service. At Kellaway Bedminster, located just off Hartcliffe Way, local builders and DIYers can expect to find a wealth of available products and friendly service from an experienced team.",Off,"12 Vale Lane
Hartcliffe Way
Bristol
BS3 5RU
United Kingdom",,On,On,51.4280048,-2.6052299,0117 963 7933,,1,1,,"KEY Distributor, Premier Distributor",http://www.kellaway.co.uk
605,Kellaway Building Supplies Stonehouse,/location/kellaway-building-supplies-stonehouse,Platinum,,The Old Ryeford Sawmills,Ryeford Industrial Estate,Stonehouse,GL10 3HE,United Kingdom,stonehouse@kellaway.co.uk,"For both trade and DIY, Kellaway's knowledgeable and friendly staff are proud of their reputation for providing excellent service. At Kellaway Stonehouse, located in Ryeford Industrial estate, local builders and DIYers can expect to find a wealth of available products and friendly service from an experienced team.",Off,"The Old Ryeford Sawmills
Ryeford Industrial Estate
Stonehouse
GL10 3HE
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,51.7394974,-2.270089,01453 828 232,,1,1,,"KEY Distributor, Premier Distributor",http://www.kellaway.co.uk
608,Kellaway Building Supplies Bath,/location/kellaway-building-supplies-bath,Platinum,,Turnpike Yard,Lower Bristol Road,Bath,BA2 9EU,United Kingdom,bath@kellaway.co.uk,,Off,"Turnpike Yard
Lower Bristol Road
Bath
BA2 9EU
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.3441808,-2.3648519,01225 332707,,1,1,,"KEY Distributor, Premier Distributor",http://www.kellaway.co.uk
609,Kellaway Building Supplies Wincanton,/location/kellaway-building-supplies-wincanton,Platinum,,3a Lawrence Hill Business Centre,Saxon Way,Wincanton,BA9 9RT,United Kingdom,wincanton@kellaway.co.uk,,Off,"3a Lawrence Hill Business Centre
Saxon Way
Wincanton
BA9 9RT
United Kingdom",,Off,On,51.0508096,-2.4217064,01963 828333,,1,1,,"KEY Distributor, Premier Distributor",http://www.kellaway.co.uk
611,Kellaway Building Supplies Worcester,/location/kellaway-building-supplies-worcester,Platinum,,Units 1-2,Trow Way,Worcester,WR5 3BX,United Kingdom,worcester@kellaway.co.uk,"For both trade and DIY, Kellaway’s knowledgeable and friendly staff are proud of their reputation for providing excellent service. At Kellaway Worcester, located in the trading estate on Trow Way, local builders and DIYers can expect to find a wealth of available products and friendly service from an experienced team.",Off,"Units 1-2
Trow Way
Worcester
WR5 3BX
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,52.1773934,-2.2227803,01905 769333,,,1,,Premier Distributor,http://www.kellaway.co.uk
612,W Madden,/location/w-madden,Gold,,Swinnow View,Swinnow Lane,Leeds,LS13 4TZ,United Kingdom,sales@wmadden.co.uk,"W Madden Ltd was established in the 1940's and has grown from an Industrial Roofing Merchant into a One Stop Builder's Merchant. Whether it be for a bag of sand collected, a delivery of fencing and decking on a Saturday morning, or a load of concrete blocks direct from the manufacturer, the experienced team at W Madden will endeavour to help with all projects.",Off,"Swinnow View
Swinnow Lane
Leeds
LS13 4TZ
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,53.8054158,-1.6449778,0113 257 9819,,1,1,,"KEY Distributor, Premier Distributor",https://www.wmadden.co.uk
613,Champion Sutton,/location/champion-sutton,Platinum,,272-274 High Street,High Street,Sutton,SM1 1PG,United Kingdom,Sutton@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"272-274 High Street
High Street
Sutton
SM1 1PG
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.3682639,-0.1947496,02086 428 291,,1,1,,"KEY Distributor, Premier Distributor",https://www.championtimber.com/branch-locator/sutton
617,Forward Builders' Supplies,/location/forward-builders'-supplies,Ungraded,,,Bridges Road,Ellesmere Port,CH65 4EQ,United Kingdom,sales@forwardbs.co.uk,"Suppliers to both the landscaping, building and civil engineering industry, our aim is to service customers with leading brands, and provide a first-class service at competitive prices.",Display Center,"Bridges Road
Ellesmere Port
CH65 4EQ
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,53.2799452,-2.869304,0151 357 1035,,,,,,https://www.forwardbs.co.uk/
625,Bradfords Building Supplies Honiton,/location/bradfords-building-supplies-honiton,Gold,,Bradfords Honiton,Station Approach,Honiton,EX14 2EZ,United Kingdom,bbs.honiton@bradfords.co.uk,"Bradfords Building Supplies offer a range of professional and expert services online and in branch to ensure that you; our customer, have the best shopping experience with Bradfords. Our in branch services are provided by expertly trained, dedicated members of Bradfords staff who are passionate about the services we provide and products we sell.",Off,"Bradfords Honiton
Station Approach
Honiton
EX14 2EZ
United Kingdom",,Off,On,50.7961404,-3.1874445,01404 42161,,1,1,,"KEY Distributor, Premier Distributor",http://www.bradfords.co.uk/
630,Bradfords Building Supplies Bridport,/location/bradfords-building-supplies-bridport,Gold,,Sea Road,Sea Road South,Bridport,DT6 3DW,United Kingdom,bbs.bridport@bradfords.co.uk,"Bradfords Building Supplies offer a range of professional and expert services online and in branch to ensure that you; our customer, have the best shopping experience with Bradfords. Our in branch services are provided by expertly trained, dedicated members of Bradfords staff who are passionate about the services we provide and products we sell.",Off,"Sea Road
Sea Road South
Bridport
DT6 3DW
United Kingdom",,Off,On,50.7255793,-2.7562627,01308 422324,,1,,,KEY Distributor,http://www.bradfords.co.uk/
633,Bradfords Building Supplies Ilminster,/location/bradfords-building-supplies-ilminster,Gold,,Station Road,,Ilminster,TA19 9AY,United Kingdom,bbs.ilminster@bradfords.co.uk,,Off,"Station Road
Ilminster
TA19 9AY
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,50.9309154,-2.9274171,01460 54551,,1,,,KEY Distributor,http://www.bradfords.co.uk/
660,David Musson Fencing,/location/david-musson-fencing,Gold,,Stonepits Farm,,"Wartnaby,",LE14 3JQ,United Kingdom,,,Display Center,"Stonepits Farm
Wartnaby,
LE14 3JQ
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,52.8043175,-0.9572873,01664 822293,,,1,,Premier Distributor,http://davidmussonfencing.com
663,London Stone - Bounds Green,/location/london-stone---bounds-green,Platinum,,"Unit A7, Bounds Green Industrial Estate",Bounds Green Road,London,N11 2UD,United Kingdom,info@londonstone.co.uk,"London Stone are suppliers of landscape products; including Millbroard, natural stone and porcelain. We specialise in creating impressive outdoor spaces for our clients, with customer service being our central focus. At a London Stone showroom you will be greeted with a friendly face, bean-to-cup coffee and treated professionally whilst you view Millboard's product range. London Stone's high-end showrooms raise the bar, and our North London showroom is at the forefront of this. Centrally located, only 17 minutes tube from King's Cross, the showroom features impressive displays and a purpose-built space to facilitate industry events.
https://millboard.co.uk//location/london-stone-paving-ltd",Display Center,"Unit A7, Bounds Green Industrial Estate
Bounds Green Road
London
N11 2UD
United Kingdom",,Off,On,51.609874,-0.1366394,01753 212 950,,1,1,,"KEY Distributor, Premier Distributor",https://www.londonstone.co.uk/millboard-decking/
670,MKM Builders Merchant Anlaby,/location/mkm-builders-merchant-anlaby,Ungraded,,,Springfield Way,Anlaby,HU10 6RJ,United Kingdom,anlaby@mkmbs.co.uk,,Off,"Springfield Way
Anlaby
HU10 6RJ
United Kingdom",,Off,On,53.7483326,-0.4253781,01482 501001,,,,,KEY Distributor,
673,Sydenhams Gillingham,/location/sydenhams-gillingham,Platinum,,"Higher Ham,",Shaftesbury Road,Gillingham,SP8 5NG,United Kingdom,sales.gill@sydenhams.co.uk,"Established in 1874 in Poole, Dorset - Sydenhams are able to supply you with all you need for your Building or DIY project.",Display Center,"Higher Ham,
Shaftesbury Road
Gillingham
SP8 5NG
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,51.0291369,-2.2585919,01747 822246,,1,1,,"KEY Distributor, Premier Distributor",https://www.sydenhams.co.uk/
680,Cheshire Sandstone,/location/cheshire-sandstone,Silver,,298,Winwick Road,Warrington,WA2 8HZ,United Kingdom,sales@cheshiresandstone.co.uk,,Off,"298
Winwick Road
Warrington
WA2 8HZ
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,53.3849706,-2.5884424,01925 967001,,,,,,http://www.cheshiresandstone.com/
684,Dugdale Merchants,/location/dugdale-merchants,Gold,,Pendale Trading Estate,,Chatburn,BB7 4JY,United Kingdom,sales@dugdalemerchants.co.uk,"As part of a group containing three merchants throughout the North West, Dugdale Merchants owned by the Dean family is one of the few remaining family run merchants in Lancashire. Set in 1.5 acres in Chatburn, Clitheroe our site accommodates and embraces trade and personal customers alike.",Off,"Pendale Trading Estate
Chatburn
BB7 4JY
United Kingdom",,Off,On,53.8870511,-2.3610692,01200 441597,,1,1,,"KEY Distributor, Premier Distributor",http://www.dugdalemerchants.co.uk/
698,Flooring to design,/location/flooring-to-design,Ungraded,,43 London End,London End,Beaconsfield,HP9 2HP,United Kingdom,beaconsfield@flooringtodesign.com,,Off,"43 London End
London End
Beaconsfield
HP9 2HP
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.6024644,-0.6335703,01494-676-258,,,,,,https:www.flooringtodesign.com
700,Country Supplies,/location/country-supplies,Platinum,,"Shana,",New Road,Walters Ash,HP14 4UZ,United Kingdom,sales@countrysupplies.uk.com,"Country Supplies over the last 25 years has built its reputation and loyal customer base by reliably delivering high quality, consistent products, economically to both site and home. With an unrivalled range and stock holding this has meant it has grown into a true one stop shop for both Landscaping and the Fencing trade alike.",Display Center,"Shana,
New Road
Walters Ash
HP14 4UZ
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,51.678103,-0.793567,01494 562 406,,1,1,,"KEY Distributor, Premier Distributor",
702,V4 Wood Flooring Limited,/location/v4-wood-flooring-limited,Platinum,,V4 Wood Flooring Limited,Greenbays Park,Horsell,GU21 4YP,United Kingdom,,,Off,"V4 Wood Flooring Limited
Greenbays Park
Carthouse Lane
Horsell
GU21 4YP
United Kingdom","Fri, 03/01/2024 - 17:34",Off,On,51.32963197,-0.59040625,01276 488099,,,1,,Premier Distributor,https://www.v4.co.uk/
705,Huws Gray Ltd,/location/huws-gray-ltd,Gold,,,Low Bentham Road,Lancaster,LA2 7BS,United Kingdom,bentham@huwsgray.co.uk,,Off,"Low Bentham Road
Lancaster
LA2 7BS
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,54.1200357,-2.529531504,015242 61229,,1,,,KEY Distributor,https://www.huwsgray.co.uk/
709,Huws Gray Cambridge,/location/huws-gray-cambridge,Platinum,,Nuffield Road,Nuffield Road,Cambridge,CB4 1TS,United Kingdom,cambridgesales@ridgeons.net,,Off,"Nuffield Road
Nuffield Road
Cambridge
CB4 1TS
United Kingdom",,On,On,52.227023,0.15172,01223 466000,,,1,,Premier Distributor,https://www.ridgeons.co.uk/
718,Coomers Timber & Building Supplies,/location/coomers-timber-building-supplies,Gold,,3&5,Woolmer Way,Bordon,GU35 9QE,United Kingdom,bordon@coomers.co.uk,"Coomers is an independent merchant serving both the trade and public for 65 years, with 3 branches at Alton, Bordon (Hampshire), and Haslemere (Surrey). We aim to offer outstanding customer service, competitive pricing and quality products within our local area.",Display Center,"3&5
Woolmer Way
Bordon
GU35 9QE
United Kingdom",,Off,On,51.10755576,-0.867673159,01420 477466,,,1,,Premier Distributor,https://www.coomers.co.uk/
724,London Stone - Farnham,/location/london-stone---farnham,Platinum,,"Unit 5 Grovebell Industrial Estate,",Wrecclesham Road,Farnham,GU10 4PL,United Kingdom,info@londonstone.co.uk,"London Stone provide landscaping products; including Millboard, natural stone and porcelain. We are continually seeking to improve industry standards, committed to providing quality products at competitive rates and placing customer experience at the center of everything we do. London Stone's high-specification showrooms provide a comfortable and inspiring space to view the Millboard range. The Surrey Showroom located off the A31, just outside Farnham town center, welcomes visitors to explore the display's and get feel of how materials work together, whilst enjoying a complimentary bean-to-cup coffee.
https://millboard.co.uk//location/london-stone-paving-ltd",Display Center,"Unit 5 Grovebell Industrial Estate, 
Wrecclesham Road
Farnham
GU10 4PL
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.2017867,-0.8163364,01753 212 950,,1,1,,"KEY Distributor, Premier Distributor",https://www.londonstone.co.uk/millboard-decking/
741,MKM Building Supplies Alnwick,/location/mkm-building-supplies-alnwick,Ungraded,,Lionheart Enterprise Park,Birch close,Alnwick,NE66 2EP,United Kingdom,alnwick@mkmbs.co.uk,,Off,"Lionheart Enterprise Park
Birch close
Alnwick
NE66 2EP
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,55.3986354,-1.6890674,01665 606977,,,,,KEY Distributor,https://www.mkmbs.co.uk
742,MKM Building Supplies Berwick Upon Tweed,/location/mkm-building-supplies-berwick-upon-tweed,Ungraded,,Unit 6 Seaview Business Park,North Road Industrial Estate,Berwick Upon Tweed,TD15 1UP,United Kingdom,berwick@mkmbs.co.uk,,Off,"Unit 6 Seaview Business Park
North Road Industrial Estate
Berwick Upon Tweed
TD15 1UP
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,55.7894021,-2.0094315,01289 332300,,,,,KEY Distributor,https://www.mkmbs.co.uk
749,MKM Building Supplies Driffield,/location/mkm-building-supplies-driffield,Ungraded,,Mill Street,Mill Street,Driffield,YO25 6TS,United Kingdom,driffield@mkmbs.co.uk,,Off,"Mill Street
Mill Street
Driffield
YO25 6TS
United Kingdom",,Off,On,54.0048592,-0.4421414,01377 256888,,,,,KEY Distributor,https://www.mkmbs.co.uk
751,MKM Building Supplies Galashiels,/location/mkm-building-supplies-galashiels,Ungraded,,Unit 7 Dale Street,Netherdale Industrial Estate,Galashiels,TD1 3EY,United Kingdom,galashiels@mkmbs.co.uk,,Off,"Unit 7 Dale Street
Netherdale Industrial Estate
Galashiels
TD1 3EY
United Kingdom",,Off,On,55.6085764,-2.786597,01896 800235,,,,,KEY Distributor,https://www.mkmbs.co.uk
753,MKM Building Supplies Hexham,/location/mkm-building-supplies-hexham,Ungraded,,"French Garden Industrial Estate,",Unnamed Road,Hexham,NE46 4DL,United Kingdom,hexham@mkmbs.co.uk,,Off,"French Garden Industrial Estate, 
Unnamed Road
Hexham
NE46 4DL
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,54.979437,-2.0901058,01434 612610,,,,,KEY Distributor,https://www.mkmbs.co.uk
758,MKM Building Supplies Manchester,/location/mkm-building-supplies-manchester,Ungraded,,Altrincham Road,Sharston,Manchester,M22 9SB,United Kingdom,sharston@mkmbs.co.uk,,Off,"Altrincham Road
Sharston
Manchester
M22 9SB
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,53.397233,-2.2587333,01619 472750,,,,,KEY Distributor,https://www.mkmbs.co.uk
760,MKM Building Supplies Scarborough,/location/mkm-building-supplies-scarborough,Ungraded,,,Seamer Road,Scarborough,YO12 4HE,United Kingdom,scarborough@mkmbs.co.uk,,Off,"Seamer Road
Scarborough
YO12 4HE
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,54.2659335,-0.41578,01723 354394,,,,,KEY Distributor,https://www.mkmbs.co.uk
773,Huws Gray Pwllheli,/location/huws-gray-pwllheli,Platinum,,Glan Don Industrial Estate,Glanydon Industrial Estate,Pwllheli,LL53 5YT,United Kingdom,pwllheli@huwsgray.co.uk,,Display Center,"Glan Don Industrial Estate
Glanydon Industrial Estate
Pwllheli
LL53 5YT
United Kingdom",,Off,On,52.8897864,-4.4032928,01758 701230,,1,1,,"KEY Distributor, Premier Distributor",http://www.huwsgray.co.uk
